gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
ENSRNOG00000038101	ENSRNOT00000058000	ENSRNOP00000054809	G3V9P6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000038101	ENSRNOT00000089234	ENSRNOP00000074458	A0A0G2K838	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000026891	ENSRNOT00000034790	ENSRNOP00000035048	D4A315	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000057645	ENSRNOT00000083211	ENSRNOP00000074366	A0A0G2K7V7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013395	ENSRNOT00000018233	ENSRNOP00000018233	G3V7R2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013767	ENSRNOT00000018495	ENSRNOP00000018495	A0JPP8	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000013847	ENSRNOT00000057965	ENSRNOP00000054774	F1M4H5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000038088	ENSRNOT00000057963	ENSRNOP00000054772	D4A4B3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014132	ENSRNOT00000019069	ENSRNOP00000019069	D4AB13	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014132	ENSRNOT00000078503	ENSRNOP00000069289	A0A0G2JUZ3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000038087	ENSRNOT00000057960	ENSRNOP00000054769	D4A4B9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014252	ENSRNOT00000019075	ENSRNOP00000019075	D4AAZ8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014256	ENSRNOT00000019219	ENSRNOP00000019219	G3V7T9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014353	ENSRNOT00000019814	ENSRNOP00000019814	F1LSH0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014353	ENSRNOT00000084985	ENSRNOP00000071808	A0A0G2K1E5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000061526	ENSRNOT00000090515	ENSRNOP00000069999	Q4V8E8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014984	ENSRNOT00000020134	ENSRNOP00000020134	F1M3D2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014984	ENSRNOT00000071916	ENSRNOP00000067795	M0RDT6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015085	ENSRNOT00000020428	ENSRNOP00000020428	D3ZYV4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000060146	ENSRNOT00000084912	ENSRNOP00000074243	A0A0G2K7K3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000008815	ENSRNOT00000012082	ENSRNOP00000012082	Q4KLY2	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000015413	ENSRNOT00000021200	ENSRNOP00000021200	B5DFI7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015844	ENSRNOT00000021221	ENSRNOP00000021221	B5DES0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015860	ENSRNOT00000021456	ENSRNOP00000021456	P43219	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000030127	ENSRNOT00000041215	ENSRNOP00000046691	Q6P6T4	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000030127	ENSRNOT00000078336	ENSRNOP00000075212	Q6P6T4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000016362	ENSRNOT00000021893	ENSRNOP00000021894	Q4KLH9	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000025890	ENSRNOT00000029552	ENSRNOP00000030360	B5DF67	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016367	ENSRNOT00000022214	ENSRNOP00000022214	F7EWC1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016367	ENSRNOT00000088676	ENSRNOP00000074940	A0A0G2K9C0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016603	ENSRNOT00000022528	ENSRNOP00000022528	Q6WN19	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046667	ENSRNOT00000091687	ENSRNOP00000073814	S5NB67	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046667	ENSRNOT00000072149	ENSRNOP00000065427	D3ZLB7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017839	ENSRNOT00000024113	ENSRNOP00000024113	D3ZAQ9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016825	ENSRNOT00000034266	ENSRNOP00000029706	D4ADE7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000025350	ENSRNOT00000047105	ENSRNOP00000050977	F1LW07	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017753	ENSRNOT00000024246	ENSRNOP00000024247	D3ZEG9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018101	ENSRNOT00000068092	ENSRNOP00000060483	Q68G30	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018101	ENSRNOT00000082928	ENSRNOP00000070496	Q68G30	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000016837	ENSRNOT00000022895	ENSRNOP00000022895	A0A0G2JSP8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029745	ENSRNOT00000022577	ENSRNOP00000022577	D3ZL91	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017069	ENSRNOT00000023392	ENSRNOP00000023392	D4A6T9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017069	ENSRNOT00000084882	ENSRNOP00000068668	A0A0G2JTD8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017448	ENSRNOT00000023451	ENSRNOP00000023451	D4A3V7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017463	ENSRNOT00000023457	ENSRNOP00000023457	D4A3V6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017468	ENSRNOT00000023652	ENSRNOP00000023652	D4A3S0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000043378	ENSRNOT00000067272	ENSRNOP00000060272	D3ZR21	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000017692	ENSRNOT00000023867	ENSRNOP00000023866	B2RYF1	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000049772	ENSRNOT00000074418	ENSRNOP00000064627	M0R5G2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000049605	ENSRNOT00000074579	ENSRNOP00000064037	M0R3W4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046000	ENSRNOT00000081565	ENSRNOP00000075310	Q5HZB6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000046000	ENSRNOT00000075144	ENSRNOP00000066334	Q5HZB6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000033235	ENSRNOT00000057802	ENSRNOP00000054614	D4A8H1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000033235	ENSRNOT00000040060	ENSRNOP00000046846	D3Z9V1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000033235	ENSRNOT00000067049	ENSRNOP00000059203	D4A3F1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000033235	ENSRNOT00000052387	ENSRNOP00000040300	D4AE15	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000033235	ENSRNOT00000073352	ENSRNOP00000065904	M0R8U9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018255	ENSRNOT00000024779	ENSRNOP00000024779	B2RYF6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018402	ENSRNOT00000024800	ENSRNOP00000024800	G3V8D4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018405	ENSRNOT00000024832	ENSRNOP00000024832	P55797	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018426	ENSRNOT00000046169	ENSRNOP00000040585	P19939	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018426	ENSRNOT00000091647	ENSRNOP00000068542	P19939	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018454	ENSRNOT00000080453	ENSRNOP00000071702	A0A0G2K151	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018454	ENSRNOT00000041891	ENSRNOP00000050968	P02650	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018454	ENSRNOT00000091574	ENSRNOP00000068937	P02650	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018556	ENSRNOT00000025281	ENSRNOP00000025281	G3V8F5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018730	ENSRNOT00000025388	ENSRNOP00000025388	Q5FVC5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000018730	ENSRNOT00000082125	ENSRNOP00000075285	A0A0G2KA71	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029399	ENSRNOT00000045574	ENSRNOP00000047809	Q9ESS6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018953	ENSRNOT00000025829	ENSRNOP00000025829	G3V8H4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000018953	ENSRNOT00000092048	ENSRNOP00000070090	G3V8H4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000043416	ENSRNOT00000025913	ENSRNOP00000025913	D3ZQF8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000031391	ENSRNOT00000045306	ENSRNOP00000041331	A0A0A0MY19	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000054552	ENSRNOT00000079758	ENSRNOP00000075580	A0A0G2KAY9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000043088	ENSRNOT00000045073	ENSRNOP00000043820	D3ZE93	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019202	ENSRNOT00000064305	ENSRNOP00000061458	Q5U334	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000024630	ENSRNOT00000074412	ENSRNOP00000066148	M0R9H9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019260	ENSRNOT00000026060	ENSRNOP00000026060	D4ADQ8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029336	ENSRNOT00000026077	ENSRNOP00000026077	Q62886	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029022	ENSRNOT00000087253	ENSRNOP00000074981	A0A0G2K9F8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029022	ENSRNOT00000030440	ENSRNOP00000038599	D4A286	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000032625	ENSRNOT00000026088	ENSRNOP00000026088	D4ADN7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000032625	ENSRNOT00000081983	ENSRNOP00000068886	A0A0G2JTY0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000054609	ENSRNOT00000078462	ENSRNOP00000070585	A0A0G2JYB0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000024376	ENSRNOT00000051473	ENSRNOP00000046964	G3V9G6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019416	ENSRNOT00000088431	ENSRNOP00000073100	A0A0G2K4M5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019416	ENSRNOT00000026252	ENSRNOP00000026252	F1M975	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019416	ENSRNOT00000026263	ENSRNOP00000026264	F1M973	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019416	ENSRNOT00000077305	ENSRNOP00000073337	A0A0G2K589	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055608	ENSRNOT00000088746	ENSRNOP00000069795	A0A0G2JW96	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019427	ENSRNOT00000026268	ENSRNOP00000026268	D4A9P6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019432	ENSRNOT00000026288	ENSRNOP00000026288	D4A9M5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019440	ENSRNOT00000026489	ENSRNOP00000026489	A1A5N3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019440	ENSRNOT00000077952	ENSRNOP00000073190	A0A0G2K4V7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019596	ENSRNOT00000026669	ENSRNOP00000026669	Q5PQS6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000024257	ENSRNOT00000030900	ENSRNOP00000030295	Q6AYF9	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000024257	ENSRNOT00000030900	ENSRNOP00000030295	J7PCJ5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
ENSRNOG00000037931	ENSRNOT00000075167	ENSRNOP00000063960	M0R3P2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000037931	ENSRNOT00000074985	ENSRNOP00000065210	M0R6Z6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000024243	ENSRNOT00000026793	ENSRNOP00000026793	F1M7V6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019802	ENSRNOT00000088829	ENSRNOP00000071770	D4A7Q6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019802	ENSRNOT00000026814	ENSRNOP00000026814	D4A7Q6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000050032	ENSRNOT00000075189	ENSRNOP00000064665	M0R5J6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046500	ENSRNOT00000072750	ENSRNOP00000064929	M0R686	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046500	ENSRNOT00000081829	ENSRNOP00000071992	A0A0G2K1U9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019862	ENSRNOT00000026946	ENSRNOP00000026946	D4A499	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019915	ENSRNOT00000027057	ENSRNOP00000027057	Q9ESZ0	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000024065	ENSRNOT00000035356	ENSRNOP00000038479	D4AB91	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019982	ENSRNOT00000027075	ENSRNOP00000027076	B0BNJ4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055259	ENSRNOT00000083493	ENSRNOP00000075680	A0A0G2KB72	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000019999	ENSRNOT00000027100	ENSRNOP00000027100	O55162	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020057	ENSRNOT00000027202	ENSRNOP00000027202	G3V8N9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000033358	ENSRNOT00000051671	ENSRNOP00000050097	D3Z9W4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000049821	ENSRNOT00000075282	ENSRNOP00000067693	M0R4W1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000045922	ENSRNOT00000071339	ENSRNOP00000065972	M0RAH8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000049317	ENSRNOT00000074350	ENSRNOP00000064930	M0R867	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048783	ENSRNOT00000071704	ENSRNOP00000065924	M0R8W9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000050105	ENSRNOT00000027214	ENSRNOP00000027213	Q64724	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000030331	ENSRNOT00000057600	ENSRNOP00000054410	F7FIX1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000030331	ENSRNOT00000034553	ENSRNOP00000034872	Q6AYP8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020098	ENSRNOT00000027226	ENSRNOP00000027225	D3ZHB4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020109	ENSRNOT00000027242	ENSRNOP00000027242	D3ZH91	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000037897	ENSRNOT00000027246	ENSRNOP00000027246	P17074	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020125	ENSRNOT00000027254	ENSRNOP00000027254	F1MAC3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020130	ENSRNOT00000065865	ENSRNOP00000059325	E9PTJ8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020130	ENSRNOT00000080143	ENSRNOP00000068908	A0A0G2JU01	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020130	ENSRNOT00000089592	ENSRNOP00000073086	A0A0G2K4L2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020130	ENSRNOT00000080840	ENSRNOP00000072904	A0A0G2K446	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020233	ENSRNOT00000027435	ENSRNOP00000027435	O35394	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020263	ENSRNOT00000027497	ENSRNOP00000027497	P06687	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020310	ENSRNOT00000027578	ENSRNOP00000027578	Q63273	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000055761	ENSRNOT00000079847	ENSRNOP00000070796	Q504L7	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000055650	ENSRNOT00000087572	ENSRNOP00000072745	A0A0G2K3R5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055650	ENSRNOT00000084569	ENSRNOP00000075463	A0A0G2KAN4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046112	ENSRNOT00000072616	ENSRNOP00000065537	M0R7V1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047526	ENSRNOT00000071251	ENSRNOP00000066458	M0RAB3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020417	ENSRNOT00000084530	ENSRNOP00000074376	A0A0G2K7W7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020417	ENSRNOT00000027677	ENSRNOP00000027677	P18265	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020426	ENSRNOT00000027684	ENSRNOP00000027684	D3ZJW0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000056118	ENSRNOT00000091357	ENSRNOP00000073956	D4A853	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020481	ENSRNOT00000027774	ENSRNOP00000027774	O35263	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000043154	ENSRNOT00000068251	ENSRNOP00000062750	D3ZED7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000043154	ENSRNOT00000088955	ENSRNOP00000072020	B5DEK4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020489	ENSRNOT00000027783	ENSRNOP00000027783	D3Z9I0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000052687	ENSRNOT00000077313	ENSRNOP00000074834	R9PXW3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020530	ENSRNOT00000027845	ENSRNOP00000027845	D3Z8G9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020546	ENSRNOT00000027910	ENSRNOP00000027911	G3V8R5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020538	ENSRNOT00000027854	ENSRNOP00000027854	D3Z8F4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000037814	ENSRNOT00000057433	ENSRNOP00000054242	D4A875	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020578	ENSRNOT00000051892	ENSRNOP00000046654	P16573	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020578	ENSRNOT00000051892	ENSRNOP00000046654	A0A0G2JSW2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020578	ENSRNOT00000090629	ENSRNOP00000074820	P16573	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000020578	ENSRNOT00000029487	ENSRNOP00000031260	Q9JHL7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020578	ENSRNOT00000027933	ENSRNOP00000027933	Q9JHL6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000037798	ENSRNOT00000031326	ENSRNOP00000029967	G3V8X7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020596	ENSRNOT00000027960	ENSRNOP00000027960	Q5I0I4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020606	ENSRNOT00000027964	ENSRNOP00000027964	D3ZE36	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020607	ENSRNOT00000027995	ENSRNOP00000027995	F7EV94	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020635	ENSRNOT00000028026	ENSRNOP00000028026	F1LSX7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000021302	ENSRNOT00000038300	ENSRNOP00000030003	D4A8D1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000028753	ENSRNOT00000028029	ENSRNOP00000028029	P0C5J3	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020652	ENSRNOT00000028051	ENSRNOP00000028051	P17246	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020675	ENSRNOT00000028065	ENSRNOP00000028065	D4A4L2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020683	ENSRNOT00000028100	ENSRNOP00000028100	D4A962	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020716	ENSRNOT00000078668	ENSRNOP00000072240	A0A0G2K2H0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020716	ENSRNOT00000028131	ENSRNOP00000028131	E9PSY0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020716	ENSRNOT00000028132	ENSRNOP00000028132	E9PSX9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020743	ENSRNOT00000028177	ENSRNOP00000028177	D4A820	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000028852	ENSRNOT00000049588	ENSRNOP00000040687	Q66H37	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046375	ENSRNOT00000074588	ENSRNOP00000066528	M0RAH8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000022679	ENSRNOT00000035648	ENSRNOP00000029245	M0R867	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000022679	ENSRNOT00000072555	ENSRNOP00000064410	M0R4W1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000022679	ENSRNOT00000087563	ENSRNOP00000072581	M0R4W1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000049059	ENSRNOT00000072914	ENSRNOP00000065075	M0RAH8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047176	ENSRNOT00000075546	ENSRNOP00000065659	M0R867	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000022669	ENSRNOT00000051619	ENSRNOP00000048796	D3ZCH9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046222	ENSRNOT00000057384	ENSRNOP00000054195	Q64724	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000045673	ENSRNOT00000071029	ENSRNOP00000066253	M0R9S3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000045673	ENSRNOT00000074720	ENSRNOP00000064263	M0R4H7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020775	ENSRNOT00000028196	ENSRNOP00000028196	F1LSA2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020775	ENSRNOT00000047540	ENSRNOP00000045196	F7FBM8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000033164	ENSRNOT00000077725	ENSRNOP00000074818	P13107	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000033164	ENSRNOT00000034845	ENSRNOP00000030069	P13107	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000043320	ENSRNOT00000040989	ENSRNOP00000043198	F1LME8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000032004	ENSRNOT00000049175	ENSRNOP00000042986	G3V9D2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000031529	ENSRNOT00000041580	ENSRNOP00000048784	F1LMN1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000031529	ENSRNOT00000084936	ENSRNOP00000071570	F1LMN1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000060459	ENSRNOT00000083650	ENSRNOP00000073545	A0A0G2K5S9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020827	ENSRNOT00000028261	ENSRNOP00000028261	P10610	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000085008	ENSRNOP00000075563	A0A0G2KAX4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000090071	ENSRNOP00000070405	A0A0G2JXU4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000084230	ENSRNOP00000074544	A0A0G2K8B6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000028237	ENSRNOP00000028237	P11711	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000092008	ENSRNOP00000068901	A0A0G2JTZ5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000085245	ENSRNOP00000071749	A0A0G2K193	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020817	ENSRNOT00000028249	ENSRNOP00000028249	Z4YNS8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000032805	ENSRNOT00000068690	ENSRNOP00000058858	O35293	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000028891	ENSRNOT00000079995	ENSRNOP00000072323	A0A0G2K2P4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000028891	ENSRNOT00000068322	ENSRNOP00000061482	E9PSZ7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000020947	ENSRNOT00000028434	ENSRNOP00000028434	Q6AYU4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000001500	ENSRNOT00000002052	ENSRNOP00000002052	P51146	Uniprot/SWISSPROT	DIRECT	100	100	-
